customer_id,recency,frequency,monetary,r_score,f_score,m_score,rfm_score,Segment
536,32,4,4912.82,4,1,2,412,Average Customers
537,49,3,2906.29,3,1,1,311,Average Customers
538,4,7,8944.21,5,4,5,545,Potential Loyalists
539,36,8,7188.39,3,4,4,344,Average Customers
540,79,6,4419.63,2,3,2,232,Lost Customers
541,137,5,6244.03,1,2,3,123,Lost Customers
542,38,6,6399.45,3,3,3,333,Average Customers
543,0,5,4605.8,5,2,2,522,New Customers
544,173,4,4228.66,1,1,2,112,Lost Customers
545,6,6,8697.36,5,3,4,534,New Customers
546,37,5,7164.9,3,2,4,324,Average Customers
547,74,6,5913.53,2,3,3,233,Lost Customers
548,10,7,7497.25,5,4,4,544,Potential Loyalists
549,40,8,7971.78,3,4,4,344,Average Customers
550,14,5,4546.57,5,2,2,522,New Customers
551,152,4,3722.38,1,1,1,111,Lost Customers
552,159,4,2960.2700000000004,1,1,1,111,Lost Customers
553,19,6,6913.18,4,3,4,434,Average Customers
554,38,3,2306.3799999999997,3,1,1,311,Average Customers
555,165,4,5261.73,1,1,2,112,Lost Customers
556,9,5,6960.33,5,2,4,524,New Customers
557,181,2,1834.45,1,1,1,111,Lost Customers
558,35,7,6984.320000000001,3,4,4,344,Average Customers
559,6,4,4129.68,5,1,2,512,New Customers
560,41,6,7033.26,3,3,4,334,Average Customers
561,28,6,5776.22,4,3,3,433,Average Customers
562,36,5,3686.94,3,2,1,321,Average Customers
563,33,7,5492.75,3,4,3,343,Average Customers
564,11,6,7415.54,5,3,4,534,New Customers
565,104,10,12454.34,1,5,5,155,Loyal Customers
566,52,3,2893.23,3,1,1,311,Average Customers
567,60,4,1621.62,2,1,1,211,Lost Customers
568,91,7,5025.95,2,4,2,242,Lost Customers
569,98,4,7560.33,2,1,4,214,Lost Customers
570,35,6,6987.99,3,3,4,334,Average Customers
571,72,3,3718.5299999999997,2,1,1,211,Lost Customers
572,13,6,5372.65,5,3,3,533,New Customers
573,105,2,2449.81,1,1,1,111,Lost Customers
574,277,4,4757.79,1,1,2,112,Lost Customers
575,248,2,1998.31,1,1,1,111,Lost Customers
576,7,6,9475.42,5,3,5,535,New Customers
577,2,11,10515.0,5,5,5,555,Champions
578,199,7,6301.1,1,4,3,143,Lost Customers
579,52,9,10450.34,3,5,5,355,Loyal Customers
580,24,5,4456.28,4,2,2,422,Average Customers
581,53,4,5597.1900000000005,3,1,3,313,Average Customers
582,149,4,4163.0599999999995,1,1,2,112,Lost Customers
583,31,4,4129.98,4,1,2,412,Average Customers
584,132,4,3399.5199999999995,1,1,1,111,Lost Customers
585,97,7,8197.14,2,4,4,244, At Risk
586,90,4,5603.92,2,1,3,213,Lost Customers
587,53,7,8623.87,3,4,4,344,Average Customers
588,19,5,6053.33,4,2,3,423,Average Customers
589,10,3,3259.93,5,1,1,511,New Customers
590,43,12,14475.62,3,5,5,355,Loyal Customers
591,221,2,1083.8,1,1,1,111,Lost Customers
592,199,4,3192.94,1,1,1,111,Lost Customers
593,1,6,5682.77,5,3,3,533,New Customers
594,33,9,11996.12,3,5,5,355,Loyal Customers
595,184,3,3268.42,1,1,1,111,Lost Customers
596,85,3,4864.71,2,1,2,212,Lost Customers
597,61,5,4299.400000000001,2,2,2,222,Lost Customers
598,131,7,5976.1900000000005,1,4,3,143,Lost Customers
599,115,5,7250.75,1,2,4,124,Lost Customers
600,206,3,3893.54,1,1,2,112,Lost Customers
601,58,5,5216.139999999999,3,2,2,322,Average Customers
602,77,5,5591.28,2,2,3,223,Lost Customers
603,49,7,8284.07,3,4,4,344,Average Customers
604,69,6,8162.76,2,3,4,234,Lost Customers
605,2,8,9180.130000000001,5,4,5,545,Potential Loyalists
606,55,6,6229.09,3,3,3,333,Average Customers
607,58,10,12940.99,3,5,5,355,Loyal Customers
608,85,8,9260.29,2,4,5,245, At Risk
609,36,4,3937.44,3,1,2,312,Average Customers
610,46,9,8135.95,3,5,4,354,Average Customers
611,3,8,10622.380000000001,5,4,5,545,Potential Loyalists
612,1,5,5581.03,5,2,3,523,New Customers
613,3,6,5898.85,5,3,3,533,New Customers
614,18,9,8557.0,4,5,4,454,Potential Loyalists
615,42,4,6230.81,3,1,3,313,Average Customers
616,92,4,5439.8099999999995,2,1,3,213,Lost Customers
617,20,4,3343.8599999999997,4,1,1,411,Average Customers
618,308,2,2207.71,1,1,1,111,Lost Customers
619,65,7,7042.71,2,4,4,244, At Risk
620,103,8,5422.25,1,4,3,143,Lost Customers
621,2,9,11872.470000000001,5,5,5,555,Champions
622,266,3,4498.0,1,1,2,112,Lost Customers
623,93,3,5060.18,2,1,2,212,Lost Customers
624,90,3,5079.93,2,1,2,212,Lost Customers
625,16,6,5688.67,4,3,3,433,Average Customers
626,54,9,8102.299999999999,3,5,4,354,Average Customers
627,58,5,6786.53,3,2,4,324,Average Customers
628,54,5,5519.54,3,2,3,323,Average Customers
629,64,8,6490.53,2,4,3,243,Lost Customers
630,53,7,9406.55,3,4,5,345,Average Customers
631,16,6,3211.98,4,3,1,431,Average Customers
632,41,3,3911.85,3,1,2,312,Average Customers
633,1,7,7054.02,5,4,4,544,Potential Loyalists
634,17,8,7951.04,4,4,4,444,Potential Loyalists
635,39,6,3988.82,3,3,2,332,Average Customers
636,19,7,7808.71,4,4,4,444,Potential Loyalists
637,7,13,13899.73,5,5,5,555,Champions
638,60,8,10198.93,2,4,5,245, At Risk
639,8,6,5831.55,5,3,3,533,New Customers
640,10,8,11141.29,5,4,5,545,Potential Loyalists
641,202,4,3853.34,1,1,2,112,Lost Customers
642,24,7,5304.37,4,4,2,442,Average Customers
643,197,4,5034.78,1,1,2,112,Lost Customers
644,157,3,1808.74,1,1,1,111,Lost Customers
645,116,7,9008.59,1,4,5,145, At Risk
646,110,4,4809.5199999999995,1,1,2,112,Lost Customers
647,42,9,10703.609999999999,3,5,5,355,Loyal Customers
648,57,7,8410.93,3,4,4,344,Average Customers
649,11,5,1718.19,5,2,1,521,New Customers
650,50,6,7082.77,3,3,4,334,Average Customers
651,18,3,5028.17,4,1,2,412,Average Customers
652,5,9,10240.87,5,5,5,555,Champions
653,37,5,4502.58,3,2,2,322,Average Customers
654,28,4,4666.55,4,1,2,412,Average Customers
655,51,6,8876.49,3,3,5,335,Average Customers
656,10,8,8438.35,5,4,4,544,Potential Loyalists
657,76,6,6640.48,2,3,3,233,Lost Customers
658,97,5,5305.31,2,2,2,222,Lost Customers
659,146,3,5140.610000000001,1,1,2,112,Lost Customers
660,12,4,5360.139999999999,5,1,3,513,New Customers
661,34,6,5564.07,3,3,3,333,Average Customers
662,86,7,6635.87,2,4,3,243,Lost Customers
663,73,4,5447.21,2,1,3,213,Lost Customers
664,84,5,3998.82,2,2,2,222,Lost Customers
665,85,8,9143.6,2,4,5,245, At Risk
666,41,5,5173.84,3,2,2,322,Average Customers
667,19,5,5826.33,4,2,3,423,Average Customers
668,6,7,7399.77,5,4,4,544,Potential Loyalists
669,8,11,12187.939999999999,5,5,5,555,Champions
670,116,4,4078.4,1,1,2,112,Lost Customers
671,62,6,7450.68,2,3,4,234,Lost Customers
672,50,3,4786.22,3,1,2,312,Average Customers
673,2,5,3435.2200000000003,5,2,1,521,New Customers
674,115,6,6404.85,1,3,3,133,Lost Customers
675,0,3,4204.51,5,1,2,512,New Customers
676,33,6,6739.82,3,3,3,333,Average Customers
677,71,5,3703.87,2,2,1,221,Lost Customers
678,94,4,3152.34,2,1,1,211,Lost Customers
679,62,10,8300.07,2,5,4,254, At Risk
680,14,4,5597.05,5,1,3,513,New Customers
681,7,6,5888.74,5,3,3,533,New Customers
682,20,7,8280.35,4,4,4,444,Potential Loyalists
683,15,5,5616.71,4,2,3,423,Average Customers
684,42,8,6011.92,3,4,3,343,Average Customers
685,102,6,9271.630000000001,1,3,5,135,Lost Customers
686,37,5,4622.87,3,2,2,322,Average Customers
687,8,6,2828.68,5,3,1,531,New Customers
688,81,4,5647.04,2,1,3,213,Lost Customers
689,12,3,3614.25,5,1,1,511,New Customers
690,64,6,6516.74,2,3,3,233,Lost Customers
691,39,8,9841.22,3,4,5,345,Average Customers
692,50,9,8189.47,3,5,4,354,Average Customers
693,10,5,6667.92,5,2,3,523,New Customers
694,7,5,4359.78,5,2,2,522,New Customers
695,16,8,10407.64,4,4,5,445,Potential Loyalists
696,21,7,4822.78,4,4,2,442,Average Customers
697,11,4,5888.76,5,1,3,513,New Customers
698,76,3,3362.66,2,1,1,211,Lost Customers
699,55,3,2655.81,3,1,1,311,Average Customers
700,106,8,7960.03,1,4,4,144, At Risk
701,32,6,6285.29,4,3,3,433,Average Customers
702,62,3,3825.6600000000003,2,1,2,212,Lost Customers
703,1,5,7301.150000000001,5,2,4,524,New Customers
704,10,10,10881.81,5,5,5,555,Champions
705,11,5,3745.1800000000003,5,2,1,521,New Customers
706,30,6,10040.5,4,3,5,435,Average Customers
707,44,6,7563.61,3,3,4,334,Average Customers
708,175,3,3149.0299999999997,1,1,1,111,Lost Customers
709,146,5,5948.8099999999995,1,2,3,123,Lost Customers
710,39,7,9823.81,3,4,5,345,Average Customers
711,83,4,3784.83,2,1,1,211,Lost Customers
712,61,8,9223.66,2,4,5,245, At Risk
713,255,4,4564.42,1,1,2,112,Lost Customers
714,59,11,10441.09,2,5,5,255,Loyal Customers
715,158,3,4278.66,1,1,2,112,Lost Customers
716,12,6,6680.78,5,3,3,533,New Customers
717,14,6,4696.91,5,3,2,532,New Customers
718,34,8,6777.43,3,4,3,343,Average Customers
719,11,9,12020.0,5,5,5,555,Champions
720,20,10,13004.35,4,5,5,455,Loyal Customers
721,4,7,8883.609999999999,5,4,5,545,Potential Loyalists
722,87,5,6548.61,2,2,3,223,Lost Customers
723,15,8,7012.59,4,4,4,444,Potential Loyalists
724,23,8,9812.699999999999,4,4,5,445,Potential Loyalists
725,3,11,13048.82,5,5,5,555,Champions
726,54,3,5134.71,3,1,2,312,Average Customers
727,61,6,8768.09,2,3,5,235,Lost Customers
728,25,9,10919.45,4,5,5,455,Loyal Customers
729,1,10,15826.0,5,5,5,555,Champions
730,14,7,6529.49,5,4,3,543,New Customers
731,25,6,6259.200000000001,4,3,3,433,Average Customers
732,64,5,6099.150000000001,2,2,3,223,Lost Customers
733,46,10,14532.51,3,5,5,355,Loyal Customers
734,89,3,3346.12,2,1,1,211,Lost Customers
735,87,4,6814.03,2,1,4,214,Lost Customers
736,11,6,5999.719999999999,5,3,3,533,New Customers
737,54,7,7386.14,3,4,4,344,Average Customers
738,69,8,8764.37,2,4,5,245, At Risk
739,1,10,9430.63,5,5,5,555,Champions
740,61,4,6155.53,2,1,3,213,Lost Customers
741,148,5,3482.3,1,2,1,121,Lost Customers
742,10,6,6918.96,5,3,4,534,New Customers
743,89,5,6065.4400000000005,2,2,3,223,Lost Customers
744,23,5,4149.55,4,2,2,422,Average Customers
745,11,4,2697.98,5,1,1,511,New Customers
746,43,6,4853.96,3,3,2,332,Average Customers
747,35,2,1801.98,3,1,1,311,Average Customers
748,46,9,8538.05,3,5,4,354,Average Customers
749,80,9,7591.94,2,5,4,254, At Risk
750,58,6,7506.73,3,3,4,334,Average Customers
751,130,2,386.48,1,1,1,111,Lost Customers
752,20,8,8004.32,4,4,4,444,Potential Loyalists
753,15,8,11935.380000000001,4,4,5,445,Potential Loyalists
754,210,2,814.03,1,1,1,111,Lost Customers
755,95,3,2071.7799999999997,2,1,1,211,Lost Customers
756,25,6,3859.17,4,3,2,432,Average Customers
757,72,5,3967.6,2,2,2,222,Lost Customers
758,27,2,651.02,4,1,1,411,Average Customers
759,23,9,8217.14,4,5,4,454,Potential Loyalists
760,26,9,8569.289999999999,4,5,4,454,Potential Loyalists
761,145,5,6483.68,1,2,3,123,Lost Customers
762,85,5,3989.6800000000003,2,2,2,222,Lost Customers
763,74,6,6989.88,2,3,4,234,Lost Customers
764,79,4,4122.42,2,1,2,212,Lost Customers
765,24,10,8794.98,4,5,5,455,Loyal Customers
766,16,6,4962.24,4,3,2,432,Average Customers
767,42,5,6197.59,3,2,3,323,Average Customers
768,5,9,9425.52,5,5,5,555,Champions
769,19,8,9694.79,4,4,5,445,Potential Loyalists
770,49,6,6789.790000000001,3,3,4,334,Average Customers
771,124,6,5901.7,1,3,3,133,Lost Customers
772,2,6,8421.58,5,3,4,534,New Customers
773,72,8,10334.68,2,4,5,245, At Risk
774,143,1,1311.44,1,1,1,111,Lost Customers
775,58,7,6985.21,3,4,4,344,Average Customers
776,13,9,9151.17,5,5,5,555,Champions
777,27,6,5113.99,4,3,2,432,Average Customers
778,33,5,6292.889999999999,3,2,3,323,Average Customers
779,82,5,4372.34,2,2,2,222,Lost Customers
780,88,3,3499.7200000000003,2,1,1,211,Lost Customers
781,125,5,3763.4600000000005,1,2,1,121,Lost Customers
782,25,6,10216.48,4,3,5,435,Average Customers
783,96,5,6170.6,2,2,3,223,Lost Customers
784,143,2,760.18,1,1,1,111,Lost Customers
785,18,6,4304.54,4,3,2,432,Average Customers
786,9,7,7114.27,5,4,4,544,Potential Loyalists
787,75,10,11292.54,2,5,5,255,Loyal Customers
788,39,7,8089.72,3,4,4,344,Average Customers
789,4,8,4497.3,5,4,2,542,New Customers
790,14,8,9306.61,5,4,5,545,Potential Loyalists
791,123,6,6605.22,1,3,3,133,Lost Customers
792,17,6,6907.9,4,3,4,434,Average Customers
793,1,10,12116.11,5,5,5,555,Champions
794,22,7,7832.74,4,4,4,444,Potential Loyalists
795,18,5,5980.89,4,2,3,423,Average Customers
796,6,7,6097.05,5,4,3,543,New Customers
797,21,4,4668.49,4,1,2,412,Average Customers
798,21,3,4285.05,4,1,2,412,Average Customers
799,10,11,14399.89,5,5,5,555,Champions
800,85,6,6283.9,2,3,3,233,Lost Customers
801,182,2,1074.8,1,1,1,111,Lost Customers
802,95,6,7508.74,2,3,4,234,Lost Customers
803,66,6,3818.25,2,3,2,232,Lost Customers
804,41,3,3480.5,3,1,1,311,Average Customers
805,122,6,6966.17,1,3,4,134,Lost Customers
806,31,4,4854.46,4,1,2,412,Average Customers
807,80,4,4367.13,2,1,2,212,Lost Customers
808,123,3,3676.8199999999997,1,1,1,111,Lost Customers
809,45,4,3653.47,3,1,1,311,Average Customers
810,68,4,4539.42,2,1,2,212,Lost Customers
811,174,4,2483.69,1,1,1,111,Lost Customers
812,197,3,2694.8900000000003,1,1,1,111,Lost Customers
813,50,5,4386.05,3,2,2,322,Average Customers
814,48,3,4661.23,3,1,2,312,Average Customers
815,27,6,7646.77,4,3,4,434,Average Customers
816,53,4,2934.97,3,1,1,311,Average Customers
817,16,5,5340.0,4,2,3,423,Average Customers
818,40,6,6141.46,3,3,3,333,Average Customers
819,43,5,5033.21,3,2,2,322,Average Customers
820,3,10,8742.57,5,5,4,554,Potential Loyalists
821,33,5,4826.39,3,2,2,322,Average Customers
822,328,1,2005.66,1,1,1,111,Lost Customers
823,23,6,9755.81,4,3,5,435,Average Customers
824,9,4,6017.27,5,1,3,513,New Customers
825,10,8,6046.6900000000005,5,4,3,543,New Customers
826,4,4,4829.57,5,1,2,512,New Customers
827,49,8,9051.45,3,4,5,345,Average Customers
828,79,5,3777.5299999999997,2,2,1,221,Lost Customers
829,12,6,9236.19,5,3,5,535,New Customers
830,149,6,6106.9400000000005,1,3,3,133,Lost Customers
831,11,5,4245.84,5,2,2,522,New Customers
832,17,12,13562.13,4,5,5,455,Loyal Customers
833,25,8,8852.31,4,4,5,445,Potential Loyalists
834,18,4,3595.5299999999997,4,1,1,411,Average Customers
835,7,8,8541.23,5,4,4,544,Potential Loyalists
836,72,4,3562.2,2,1,1,211,Lost Customers
837,157,3,3406.25,1,1,1,111,Lost Customers
838,41,4,3724.8199999999997,3,1,1,311,Average Customers
839,106,4,2550.73,1,1,1,111,Lost Customers
840,38,6,8144.96,3,3,4,334,Average Customers
841,150,7,10936.2,1,4,5,145, At Risk
842,55,4,3639.46,3,1,1,311,Average Customers
843,2,6,4090.19,5,3,2,532,New Customers
844,31,9,12523.55,4,5,5,455,Loyal Customers
845,97,4,3639.43,2,1,1,211,Lost Customers
846,82,3,4385.62,2,1,2,212,Lost Customers
847,114,5,5363.83,1,2,3,123,Lost Customers
848,140,4,4711.04,1,1,2,112,Lost Customers
849,27,6,6086.66,4,3,3,433,Average Customers
850,34,8,7476.79,3,4,4,344,Average Customers
851,9,4,5347.0,5,1,3,513,New Customers
853,64,9,12711.369999999999,2,5,5,255,Loyal Customers
854,8,4,3992.51,5,1,2,512,New Customers
855,104,4,7241.66,1,1,4,114,Lost Customers
856,1,7,6845.04,5,4,4,544,Potential Loyalists
857,24,5,6692.93,4,2,3,423,Average Customers
858,11,6,5654.55,5,3,3,533,New Customers
859,18,6,6979.780000000001,4,3,4,434,Average Customers
860,91,4,7381.19,2,1,4,214,Lost Customers
861,54,5,5226.41,3,2,2,322,Average Customers
862,54,1,774.53,3,1,1,311,Average Customers
863,69,4,2288.23,2,1,1,211,Lost Customers
864,46,6,8911.39,3,3,5,335,Average Customers
865,121,7,7192.900000000001,1,4,4,144, At Risk
866,98,5,7599.92,2,2,4,224,Lost Customers
867,293,6,7947.42,1,3,4,134,Lost Customers
868,83,6,7529.639999999999,2,3,4,234,Lost Customers
870,61,8,6364.29,2,4,3,243,Lost Customers
871,54,8,8700.560000000001,3,4,4,344,Average Customers
872,171,1,290.62,1,1,1,111,Lost Customers
873,31,5,4426.2,4,2,2,422,Average Customers
874,46,8,8569.99,3,4,4,344,Average Customers
875,63,6,6933.69,2,3,4,234,Lost Customers
876,16,3,2732.4700000000003,4,1,1,411,Average Customers
877,17,9,9182.89,4,5,5,455,Loyal Customers
878,79,3,4531.79,2,1,2,212,Lost Customers
879,76,4,3356.34,2,1,1,211,Lost Customers
880,62,3,4774.51,2,1,2,212,Lost Customers
881,147,3,5353.86,1,1,3,113,Lost Customers
882,112,5,6628.360000000001,1,2,3,123,Lost Customers
883,47,4,2114.02,3,1,1,311,Average Customers
884,1,6,10922.09,5,3,5,535,New Customers
885,7,3,3628.9399999999996,5,1,1,511,New Customers
886,1,7,9025.03,5,4,5,545,Potential Loyalists
887,39,8,10938.66,3,4,5,345,Average Customers
888,68,5,5750.62,2,2,3,223,Lost Customers
889,36,5,4366.950000000001,3,2,2,322,Average Customers
890,165,4,4485.6,1,1,2,112,Lost Customers
891,12,5,6442.05,5,2,3,523,New Customers
892,90,10,9618.64,2,5,5,255,Loyal Customers
893,75,7,9202.85,2,4,5,245, At Risk
894,48,8,7512.48,3,4,4,344,Average Customers
895,61,3,2714.21,2,1,1,211,Lost Customers
896,38,4,4448.32,3,1,2,312,Average Customers
897,98,8,9629.18,2,4,5,245, At Risk
898,205,1,478.16,1,1,1,111,Lost Customers
899,49,6,4240.0599999999995,3,3,2,332,Average Customers
900,12,4,2446.44,5,1,1,511,New Customers
901,82,4,6948.22,2,1,4,214,Lost Customers
902,14,9,9408.53,5,5,5,555,Champions
903,16,9,10102.58,4,5,5,455,Loyal Customers
904,37,4,5063.82,3,1,2,312,Average Customers
905,105,8,6801.49,1,4,4,144, At Risk
906,16,9,12920.289999999999,4,5,5,455,Loyal Customers
907,26,7,3448.87,4,4,1,441,Average Customers
908,4,7,4679.15,5,4,2,542,New Customers
909,189,5,8560.51,1,2,4,124,Lost Customers
910,272,2,1932.55,1,1,1,111,Lost Customers
911,56,5,3792.6,3,2,1,321,Average Customers
912,40,7,7206.52,3,4,4,344,Average Customers
913,63,5,5573.5,2,2,3,223,Lost Customers
914,106,5,5533.82,1,2,3,123,Lost Customers
915,28,5,4802.6,4,2,2,422,Average Customers
916,36,5,5850.91,3,2,3,323,Average Customers
917,35,8,7452.88,3,4,4,344,Average Customers
918,16,6,6040.75,4,3,3,433,Average Customers
919,80,9,10701.04,2,5,5,255,Loyal Customers
920,90,6,6259.75,2,3,3,233,Lost Customers
921,44,8,11852.14,3,4,5,345,Average Customers
922,188,2,1768.82,1,1,1,111,Lost Customers
923,32,7,6019.1900000000005,4,4,3,443,Average Customers
924,109,9,8254.23,1,5,4,154, At Risk
925,12,10,10850.689999999999,5,5,5,555,Champions
926,12,6,5627.58,5,3,3,533,New Customers
927,295,3,3712.1099999999997,1,1,1,111,Lost Customers
928,11,8,6370.69,5,4,3,543,New Customers
929,56,5,4985.79,3,2,2,322,Average Customers
930,21,3,3196.47,4,1,1,411,Average Customers
931,70,5,6046.89,2,2,3,223,Lost Customers
932,3,6,4854.48,5,3,2,532,New Customers
933,0,5,7598.65,5,2,4,524,New Customers
934,0,8,9379.6,5,4,5,545,Potential Loyalists
935,53,7,8652.22,3,4,4,344,Average Customers
936,32,12,17160.24,4,5,5,455,Loyal Customers
937,15,5,4550.33,4,2,2,422,Average Customers
938,61,9,7675.22,2,5,4,254, At Risk
939,31,4,5121.02,4,1,2,412,Average Customers
940,52,5,6172.42,3,2,3,323,Average Customers
941,33,10,17898.46,3,5,5,355,Loyal Customers
942,143,4,4111.12,1,1,2,112,Lost Customers
943,112,7,9442.1,1,4,5,145, At Risk
944,85,8,4915.05,2,4,2,242,Lost Customers
945,14,7,9247.25,5,4,5,545,Potential Loyalists
946,2,8,10866.75,5,4,5,545,Potential Loyalists
947,80,6,6685.68,2,3,3,233,Lost Customers
948,100,3,3541.6,1,1,1,111,Lost Customers
949,88,6,6945.2699999999995,2,3,4,234,Lost Customers
950,32,7,8329.7,4,4,4,444,Potential Loyalists
951,6,6,4934.83,5,3,2,532,New Customers
952,46,5,6239.17,3,2,3,323,Average Customers
953,11,9,10996.0,5,5,5,555,Champions
954,113,4,5686.3099999999995,1,1,3,113,Lost Customers
955,13,7,3915.94,5,4,2,542,New Customers
956,173,3,3675.74,1,1,1,111,Lost Customers
957,38,5,4868.3,3,2,2,322,Average Customers
958,34,6,5470.129999999999,3,3,3,333,Average Customers
959,76,6,5701.85,2,3,3,233,Lost Customers
960,78,4,5971.35,2,1,3,213,Lost Customers
961,64,4,4158.360000000001,2,1,2,212,Lost Customers
962,2,7,5930.2699999999995,5,4,3,543,New Customers
963,60,12,12068.12,2,5,5,255,Loyal Customers
964,1,5,4224.59,5,2,2,522,New Customers
965,60,4,5232.65,2,1,2,212,Lost Customers
966,13,4,1885.61,5,1,1,511,New Customers
967,66,4,5974.77,2,1,3,213,Lost Customers
968,35,8,10289.75,3,4,5,345,Average Customers
969,17,5,6968.38,4,2,4,424,Average Customers
970,33,5,6237.67,3,2,3,323,Average Customers
971,48,5,5862.57,3,2,3,323,Average Customers
972,175,2,3318.8099999999995,1,1,1,111,Lost Customers
973,8,8,12724.26,5,4,5,545,Potential Loyalists
974,6,6,6929.71,5,3,4,534,New Customers
975,10,9,9499.82,5,5,5,555,Champions
976,170,6,6710.5599999999995,1,3,3,133,Lost Customers
977,41,5,5149.34,3,2,2,322,Average Customers
978,192,5,4373.97,1,2,2,122,Lost Customers
979,5,5,7486.82,5,2,4,524,New Customers
980,177,5,6299.04,1,2,3,123,Lost Customers
981,25,7,9042.05,4,4,5,445,Potential Loyalists
982,55,6,2794.7500000000005,3,3,1,331,Average Customers
983,1,8,9637.26,5,4,5,545,Potential Loyalists
984,56,8,6208.719999999999,3,4,3,343,Average Customers
985,14,4,5554.1900000000005,5,1,3,513,New Customers
986,75,8,8673.32,2,4,4,244, At Risk
987,22,8,8979.65,4,4,5,445,Potential Loyalists
988,112,2,769.14,1,1,1,111,Lost Customers
989,25,6,6782.12,4,3,3,433,Average Customers
990,11,7,8441.6,5,4,4,544,Potential Loyalists
991,147,6,7774.3,1,3,4,134,Lost Customers
992,95,2,2986.45,2,1,1,211,Lost Customers
993,0,9,8086.79,5,5,4,554,Potential Loyalists
994,42,5,3901.01,3,2,2,322,Average Customers
995,11,7,9379.039999999999,5,4,5,545,Potential Loyalists
996,63,6,7713.16,2,3,4,234,Lost Customers
997,59,7,6397.73,2,4,3,243,Lost Customers
998,321,2,1565.5500000000002,1,1,1,111,Lost Customers
999,54,10,14662.14,3,5,5,355,Loyal Customers
1000,0,9,10183.7,5,5,5,555,Champions
1001,42,7,6233.51,3,4,3,343,Average Customers
1002,155,4,5038.32,1,1,2,112,Lost Customers
1003,47,9,9111.19,3,5,5,355,Loyal Customers
1004,203,6,8437.87,1,3,4,134,Lost Customers
1005,159,5,7863.76,1,2,4,124,Lost Customers
1006,37,8,9481.25,3,4,5,345,Average Customers
1007,20,7,8532.46,4,4,4,444,Potential Loyalists
1008,17,4,5409.6900000000005,4,1,3,413,Average Customers
1009,54,5,5787.36,3,2,3,323,Average Customers
1010,126,4,2816.75,1,1,1,111,Lost Customers
1011,242,3,3940.1800000000003,1,1,2,112,Lost Customers
1012,9,4,5094.62,5,1,2,512,New Customers
1013,95,6,7207.57,2,3,4,234,Lost Customers
1014,4,7,6269.75,5,4,3,543,New Customers
1015,26,6,7096.79,4,3,4,434,Average Customers
1016,66,6,5697.8,2,3,3,233,Lost Customers
1017,226,3,5234.68,1,1,2,112,Lost Customers
1018,26,5,6164.88,4,2,3,423,Average Customers
1019,42,5,5805.35,3,2,3,323,Average Customers
1020,89,4,4075.21,2,1,2,212,Lost Customers
1021,28,8,9624.45,4,4,5,445,Potential Loyalists
1022,83,5,8161.4,2,2,4,224,Lost Customers
1023,125,2,1579.3899999999999,1,1,1,111,Lost Customers
1024,34,8,9592.029999999999,3,4,5,345,Average Customers
1025,60,8,8141.29,2,4,4,244, At Risk
1026,29,7,5413.76,4,4,3,443,Average Customers
1027,24,6,6580.15,4,3,3,433,Average Customers
1028,8,7,12001.41,5,4,5,545,Potential Loyalists
1029,30,6,6223.08,4,3,3,433,Average Customers
1030,39,8,10951.8,3,4,5,345,Average Customers
1031,46,3,2352.9300000000003,3,1,1,311,Average Customers
1032,30,8,6902.84,4,4,4,444,Potential Loyalists
1033,14,9,12744.87,5,5,5,555,Champions
1034,104,2,1819.46,1,1,1,111,Lost Customers
1035,13,3,1327.0600000000002,5,1,1,511,New Customers
1036,162,5,7125.26,1,2,4,124,Lost Customers
1037,73,8,6925.18,2,4,4,244, At Risk
1038,12,4,6144.11,5,1,3,513,New Customers
1039,52,7,9522.77,3,4,5,345,Average Customers
1040,161,4,4072.65,1,1,2,112,Lost Customers
1041,20,4,4271.03,4,1,2,412,Average Customers
1042,35,3,4585.77,3,1,2,312,Average Customers
1043,130,10,14313.43,1,5,5,155,Loyal Customers
1044,112,5,4616.29,1,2,2,122,Lost Customers
1045,113,3,4405.6,1,1,2,112,Lost Customers
1046,52,5,3846.1,3,2,2,322,Average Customers
1047,57,8,6874.87,3,4,4,344,Average Customers
1048,133,7,6677.74,1,4,3,143,Lost Customers
1049,32,10,11130.050000000001,4,5,5,455,Loyal Customers
1050,26,6,4722.12,4,3,2,432,Average Customers
1051,179,5,4878.8099999999995,1,2,2,122,Lost Customers
1052,0,6,8478.41,5,3,4,534,New Customers
1053,139,3,3482.79,1,1,1,111,Lost Customers
1054,5,8,8433.75,5,4,4,544,Potential Loyalists
1055,206,2,924.06,1,1,1,111,Lost Customers
1056,24,7,7920.27,4,4,4,444,Potential Loyalists
1057,48,4,5663.77,3,1,3,313,Average Customers
1058,116,3,2308.7200000000003,1,1,1,111,Lost Customers
1059,22,2,2449.81,4,1,1,411,Average Customers
1060,187,6,9606.77,1,3,5,135,Lost Customers
1061,24,6,4056.76,4,3,2,432,Average Customers
1062,2,6,7619.47,5,3,4,534,New Customers
1063,46,6,5833.22,3,3,3,333,Average Customers
1064,139,3,5404.67,1,1,3,113,Lost Customers
1065,79,6,4709.66,2,3,2,232,Lost Customers
1066,166,3,2637.5299999999997,1,1,1,111,Lost Customers
1067,232,2,1854.93,1,1,1,111,Lost Customers
1068,4,14,14254.55,5,5,5,555,Champions
1069,204,5,6910.5,1,2,4,124,Lost Customers
1070,0,4,5754.66,5,1,3,513,New Customers
1071,39,6,7958.68,3,3,4,334,Average Customers
